OBJECTID,Shape_Leng,Shape_Area,zone,LocationID,borough,xcoord,ycoord
"2",0.43346966679,0.00486634038,Jamaica Bay,"2",Queens,1023851.75573191,157642.658033645
"2",0.43346966679,0.00486634038,Jamaica Bay,"2",Queens,1020197.69249787,158009.902715223
"2",0.43346966679,0.00486634038,Jamaica Bay,"2",Queens,1033359.40331801,157937.900839215
"2",0.43346966679,0.00486634038,Jamaica Bay,"2",Queens,1033403.25395459,157927.094747388
"2",0.43346966679,0.00486634038,Jamaica Bay,"2",Queens,1032992.70959481,157496.122547539
"2",0.43346966679,0.00486634038,Jamaica Bay,"2",Queens,1020406.85359702,156971.215657557
"2",0.43346966679,0.00486634038,Jamaica Bay,"2",Queens,1029376.19945663,155303.015619137
"2",0.43346966679,0.00486634038,Jamaica Bay,"2",Queens,1021365.02701429,153098.903811628
"3",0.08434110590,0.00031441416,Allerton/Pelham Gardens,"3",Bronx,1026452.61687347,254265.478658569
"4",0.04356652709,0.00011187195,Alphabet City,"4",Manhattan,990633.980641048,202959.782391137
"5",0.09214648986,0.00049795749,Arden Heights,"5",Staten Island,931871.370068014,140681.351375973
"6",0.15049054252,0.00060646098,Arrochar/Fort Wadsworth,"6",Staten Island,964319.735448061,157998.935611924
"7",0.10741717112,0.00038978799,Astoria,"7",Queens,1006496.67915868,216719.218168679
"8",0.02759069116,0.00002658772,Astoria Park,"8",Queens,1005551.57117787,222936.087551585
"9",0.09978409247,0.00033844380,Auburndale,"9",Queens,1043002.67742433,212969.84901366
"10",0.09983947942,0.00043582382,Baisley Park,"10",Queens,1042223.60507226,186706.496469157
"11",0.07921103896,0.00026452054,Bath Beach,"11",Brooklyn,982170.783233879,159429.316883698
"12",0.03666130136,0.00004151162,Battery Park,"12",Manhattan,979934.730567724,195378.972850878
"13",0.05028132286,0.00014935859,Battery Park City,"13",Manhattan,979792.331028984,198691.525437532
"14",0.17521369805,0.00138177826,Bay Ridge,"14",Brooklyn,975952.035081923,166921.550422068
"15",0.14433622262,0.00092521940,Bay Terrace/Fort Totten,"15",Queens,1043521.38304557,224738.612975575
"16",0.14129187377,0.00087188945,Bayside,"16",Queens,1047016.78433019,217243.76049618
"17",0.09352263295,0.00032295765,Bedford,"17",Brooklyn,998142.206078638,191215.068359119
"18",0.06979954986,0.00014885016,Bedford Park,"18",Bronx,1014623.32727634,255416.742153012
"19",0.10182487545,0.00054666109,Bellerose,"19",Queens,1060002.7496102,207352.352516487
"20",0.05144019244,0.00013451263,Belmont,"20",Bronx,1015821.86145309,251810.303512513
"21",0.11597356906,0.00038025135,Bensonhurst East,"21",Brooklyn,988821.391577681,158393.657786024
"22",0.12617022920,0.00047206268,Bensonhurst West,"22",Brooklyn,985566.417654289,162323.828723586
"23",0.29055602896,0.00219556576,Bloomfield/Emerson Hill,"23",Staten Island,936800.381422863,160268.123713334
"24",0.04699996193,0.00006072357,Bloomingdale,"24",Manhattan,993807.271658357,231458.376055965
"25",0.04714581993,0.00012416827,Boerum Hill,"25",Brooklyn,988101.221326198,189071.579139366
"26",0.12354780707,0.00053403993,Borough Park,"26",Brooklyn,987397.462666263,169148.407468972
"27",0.20250880852,0.00134088763,Breezy Point/Fort Tilden/Riis Beach,"27",Queens,1010116.05259112,142998.097106859
"28",0.09796078221,0.00029120393,Briarwood/Jamaica Hills,"28",Queens,1037276.45026015,198588.180363897
"29",0.07140831277,0.00020167384,Brighton Beach,"29",Brooklyn,995023.095007897,150924.276877947
"30",0.09450976698,0.00014586211,Broad Channel,"30",Queens,1033697.38193863,159266.086883844
"31",0.09642456665,0.00033397593,Bronx Park,"31",Bronx,1018696.40063295,251801.913395067
"32",0.05426721601,0.00015087917,Bronxdale,"32",Bronx,1021618.21839013,254085.68414676
"33",0.05327029320,0.00014741680,Brooklyn Heights,"33",Brooklyn,985567.139360788,192774.492365673
"34",0.06570593235,0.00017394615,Brooklyn Navy Yard,"34",Brooklyn,992243.027249123,194615.811797521
"34",0.06570593235,0.00017394615,Brooklyn Navy Yard,"34",Brooklyn,990073.6854856,196469.771738765
"34",0.06570593235,0.00017394615,Brooklyn Navy Yard,"34",Brooklyn,989292.114436696,196413.96594917
"35",0.08578791859,0.00032382520,Brownsville,"35",Brooklyn,1009147.23149891,181203.321104913
"36",0.08705078671,0.00024766614,Bushwick North,"36",Brooklyn,1007067.37845475,194506.264574072
"37",0.14281004047,0.00045206264,Bushwick South,"37",Brooklyn,1005813.83763554,192491.07254917
"38",0.08321756852,0.00032739268,Cambria Heights,"38",Queens,1057581.88573054,192354.375341575
"39",0.13236962076,0.00090028294,Canarsie,"39",Brooklyn,1012077.38823247,171746.252136115
"39",0.13236962076,0.00090028294,Canarsie,"39",Brooklyn,1015208.98771832,174939.99957558
"40",0.05185066488,0.00010894921,Carroll Gardens,"40",Brooklyn,985371.611026809,186726.944173033
"41",0.05279310945,0.00014309304,Central Harlem,"41",Manhattan,997734.64523314,232321.290547517
"42",0.09270922746,0.00026389695,Central Harlem North,"42",Manhattan,1000643.63225909,237395.871547804
"43",0.09973861836,0.00037966291,Central Park,"43",Manhattan,993789.009698532,224356.212211651
"44",0.23568896759,0.00194465649,Charleston/Tottenville,"44",Staten Island,919325.670701475,130813.717309205
"45",0.04590686262,0.00009135947,Chinatown,"45",Manhattan,984762.46928292,198844.636116602
"46",0.13447542988,0.00092639168,City Island,"46",Bronx,1043522.30848836,252551.618086894
"46",0.13447542988,0.00092639168,City Island,"46",Bronx,1047881.01530564,250425.53442743
"46",0.13447542988,0.00092639168,City Island,"46",Bronx,1043276.61758754,247908.704979803
"46",0.13447542988,0.00092639168,City Island,"46",Bronx,1044178.54025086,251091.295355546
"46",0.13447542988,0.00092639168,City Island,"46",Bronx,1044790.9794955,251029.131363741
"46",0.13447542988,0.00092639168,City Island,"46",Bronx,1042656.63232631,243542.743509664
"47",0.08982755633,0.00016319812,Claremont/Bathgate,"47",Bronx,1011831.01019931,246329.044265002
"48",0.04374674414,0.00009425384,Clinton East,"48",Manhattan,987063.185702125,216986.070033749
"49",0.07529001834,0.00020318553,Clinton Hill,"49",Brooklyn,994687.798907535,189923.67993134
"50",0.05574798675,0.00017324928,Clinton West,"50",Manhattan,985597.534391923,218437.820285735
"51",0.09536134423,0.00039575655,Co-Op City,"51",Bronx,1031744.9710915,257736.031772828
"52",0.02890767101,0.00004520275,Cobble Hill,"52",Brooklyn,985158.534254694,189441.987181408
"53",0.16150091339,0.00094753098,College Point,"53",Queens,1027783.98518708,223822.489649672
"53",0.16150091339,0.00094753098,College Point,"53",Queens,1020674.73520324,225975.19514802
"54",0.07621924486,0.00013245213,Columbia Street,"54",Brooklyn,983523.503982407,191841.928299212
"54",0.07621924486,0.00013245213,Columbia Street,"54",Brooklyn,983485.997452719,189570.819079404
"54",0.07621924486,0.00013245213,Columbia Street,"54",Brooklyn,981429.665418697,188888.833865373
"55",0.14995680752,0.00073627471,Coney Island,"55",Brooklyn,987599.176310723,149479.235295188
"56",0.05684781267,0.00018090784,Corona,"56",Queens,1023365.17261127,209422.594855461
"57",0.01927050486,0.00001802598,Corona,"56",Queens,1024817.4538048,213218.63492434
"58",0.05985540949,0.00020498093,Country Club,"58",Bronx,1033945.79669543,245891.954292447
"59",0.03779480709,0.00006287652,Crotona Park,"59",Bronx,1013307.86688517,244801.239917109
"60",0.07864828782,0.00016183328,Crotona Park East,"60",Bronx,1015824.07171044,243143.057809586
"61",0.11731080810,0.00051077209,Crown Heights North,"61",Brooklyn,1001091.01415382,185009.747695003
"62",0.08225933598,0.00015823817,Crown Heights South,"62",Brooklyn,998457.147475046,182119.288574217
"63",0.11910072188,0.00035319091,Cypress Hills,"63",Brooklyn,1018038.5080181,188441.23189382
"64",0.18445188474,0.00105790285,Douglaston,"64",Queens,1056461.16922684,216496.53369807
"65",0.04460706837,0.00008180388,Downtown Brooklyn/MetroTech,"65",Brooklyn,988108.376644726,192606.948347789
"66",0.05463345936,0.00010837886,DUMBO/Vinegar Hill,"66",Brooklyn,988214.545980758,195128.663514045
"67",0.09974707816,0.00039428227,Dyker Heights,"67",Brooklyn,980418.277887647,165020.585399007
"68",0.04933737956,0.00011107338,East Chelsea,"68",Manhattan,984272.778632622,211948.912400082
"69",0.07898964505,0.00019905160,East Concourse/Concourse Village,"69",Bronx,1007764.08565813,242196.03761468
"70",0.06384031834,0.00019545848,East Elmhurst,"70",Queens,1020706.74513733,217413.870581752
"71",0.09316945518,0.00038257259,East Flatbush/Farragut,"71",Brooklyn,1001465.15621552,174013.844300589
"72",0.09520206952,0.00032353246,East Flatbush/Remsen Village,"72",Brooklyn,1005823.70399464,176959.914924769
"73",0.08530202091,0.00029179975,East Flushing,"73",Queens,1037640.23781061,214077.620673447
"74",0.11029093625,0.00029503842,East Harlem North,"74",Manhattan,1001595.16666563,231171.00398599
"74",0.11029093625,0.00029503842,East Harlem North,"74",Manhattan,1004523.24352168,231008.662995414
"74",0.11029093625,0.00029503842,East Harlem North,"74",Manhattan,1004460.22563348,230869.631654573
"74",0.11029093625,0.00029503842,East Harlem North,"74",Manhattan,1004561.84615911,230880.112304432
"74",0.11029093625,0.00029503842,East Harlem North,"74",Manhattan,1004328.326855,229765.420378626
"75",0.08766389977,0.00024056393,East Harlem South,"75",Manhattan,999272.111383165,227103.75962455
"76",0.24120301627,0.00126660143,East New York,"76",Brooklyn,1018425.39577032,180096.554282653
"77",0.07546108144,0.00019191798,East New York/Pennsylvania Avenue,"77",Brooklyn,1013278.1286526,182139.047294576
"78",0.09359444958,0.00019111442,East Tremont,"78",Bronx,1015923.65093139,247139.970245855
"79",0.04262491131,0.00010789307,East Village,"79",Manhattan,988147.657990998,204368.501875322
"80",0.11721262145,0.00040732246,East Williamsburg,"80",Brooklyn,1001771.8842985,199911.286344646
"81",0.19759277173,0.00039956655,Eastchester,"81",Bronx,1029422.42013787,260268.376469536
"82",0.11987564970,0.00032360108,Elmhurst,"82",Queens,1018302.53428802,208718.589250158
"83",0.10598493327,0.00021746372,Elmhurst/Maspeth,"83",Queens,1014131.04795772,208286.312745664
"84",0.23362398703,0.00207375572,Eltingville/Annadale/Prince's Bay,"84",Staten Island,932076.45019303,131946.88658336
"85",0.05747514736,0.00014363780,Erasmus,"85",Brooklyn,997674.78128442,174677.623596589
"86",0.13424528258,0.00062327882,Far Rockaway,"86",Queens,1052215.57059831,158853.814991058
"87",0.03690154961,0.00006720502,Financial District North,"87",Manhattan,982171.727891981,196785.940844905
"88",0.03520460353,0.00005729995,Financial District South,"88",Manhattan,981057.264295859,195528.924799201
"89",0.12279456955,0.00044754814,Flatbush/Ditmas Park,"89",Brooklyn,995082.890242297,171682.828384498
"90",0.03075916208,0.00005531325,Flatiron,"90",Manhattan,985089.218655358,209708.741848342
"91",0.12499662459,0.00053733001,Flatlands,"91",Brooklyn,1003654.14402555,167452.065767712
"92",0.11783006680,0.00037494662,Flushing,"92",Queens,1031660.72087073,216612.815951085
"93",0.17099802760,0.00059427818,Flushing Meadows-Corona Park,"93",Queens,1028348.08063923,209164.120470473
"94",0.04983260831,0.00006258194,Fordham South,"94",Bronx,1012040.66524339,251942.571724946
"95",0.11362960548,0.00057277034,Forest Hills,"95",Queens,1026474.84215878,202150.221556361
"96",0.18518024810,0.00054756625,Forest Park/Highland Park,"96",Queens,1019865.18090467,193239.009529666
"97",0.06247601474,0.00016330397,Fort Greene,"97",Brooklyn,991215.698244243,190949.618063738
"98",0.12166101828,0.00048577302,Fresh Meadows,"98",Queens,1045981.35817389,206939.617854851
"99",0.18337148930,0.00121016464,Freshkills Park,"99",Staten Island,932463.57706379,149465.339574893
"100",0.02481310903,0.00003747002,Garment District,"100",Manhattan,987356.762402544,213801.890336014
"101",0.10170983628,0.00045234253,Glen Oaks,"101",Queens,1064321.68443561,211194.127386019
"102",0.13690048465,0.00029659547,Glendale,"102",Queens,1018703.89566444,195621.721840145
"103",0.01430551673,0.00000633056,Governor's Island/Ellis Island/Liberty Island,"103",Manhattan,971690.517869147,190614.322126458
"104",0.02122083309,0.00001192053,Governor's Island/Ellis Island/Liberty Island,"103",Manhattan,972944.834560436,193859.360777243
"105",0.07742533983,0.00036863639,Governor's Island/Ellis Island/Liberty Island,"103",Manhattan,978960.565513826,190219.673876719
"106",0.04921101198,0.00011361683,Gowanus,"106",Brooklyn,986844.285359019,184655.374483703
"107",0.03804136459,0.00007461122,Gramercy,"107",Manhattan,988669.590715294,207721.845998202
"108",0.11117141227,0.00035286601,Gravesend,"108",Brooklyn,989407.327453867,153648.266724111
"109",0.17826781960,0.00116960076,Great Kills,"109",Staten Island,942318.069521219,140370.836972716
"110",0.10394629291,0.00052574510,Great Kills Park,"110",Staten Island,948580.606957768,138144.926286004
"111",0.05993088007,0.00020868328,Green-Wood Cemetery,"111",Brooklyn,986959.765288718,176867.702606206
"112",0.10726787577,0.00046206867,Greenpoint,"112",Brooklyn,998235.97564012,205059.69126645
"112",0.10726787577,0.00046206867,Greenpoint,"112",Brooklyn,994717.230016521,203072.124580625
"113",0.03274535057,0.00005796346,Greenwich Village North,"113",Manhattan,985828.421266087,206174.923834477
"114",0.03172703477,0.00004702077,Greenwich Village South,"114",Manhattan,984976.121743974,204630.607987529
"115",0.11616941396,0.00037316899,Grymes Hill/Clifton,"115",Staten Island,959864.008142333,164432.112929612
"116",0.06811648443,0.00026041534,Hamilton Heights,"116",Manhattan,998496.714120199,240584.409684747
"117",0.16988585799,0.00090429427,Hammels/Arverne,"117",Queens,1042676.05190984,155778.33770686
"118",0.24396621769,0.00182693923,Heartland Village/Todt Hill,"118",Staten Island,947313.211553369,153002.199893831
"119",0.08350703557,0.00018577945,Highbridge,"119",Bronx,1004682.75537441,244528.839531677
"120",0.08326127022,0.00009314628,Highbridge Park,"120",Manhattan,1003566.2603627,247748.727532174
"121",0.09691533734,0.00038456329,Hillcrest/Pomonok,"121",Queens,1039005.19674393,204689.627472483
"122",0.06653184394,0.00022659710,Hollis,"122",Queens,1050471.50705679,198271.785638235
"123",0.08342113894,0.00029644517,Homecrest,"123",Brooklyn,994154.464210267,157857.787641964
"124",0.12772441006,0.00075483782,Howard Beach,"124",Queens,1027282.38024983,179134.025376442
"124",0.12772441006,0.00075483782,Howard Beach,"124",Queens,1031370.50884432,178086.456128164
"124",0.12772441006,0.00075483782,Howard Beach,"124",Queens,1023010.05773034,177840.504147643
"124",0.12772441006,0.00075483782,Howard Beach,"124",Queens,1023280.97191983,177376.192185668
"124",0.12772441006,0.00075483782,Howard Beach,"124",Queens,1023675.84745536,176720.971186237
"125",0.04973221218,0.00007642932,Hudson Sq,"125",Manhattan,982175.14775649,203883.820116187
"126",0.12994872606,0.00070327383,Hunts Point,"126",Bronx,1015935.02163365,235158.326934054
"127",0.06001888558,0.00016319565,Inwood,"127",Manhattan,1006568.94853207,254824.727662674
"127",0.06001888558,0.00016319565,Inwood,"127",Manhattan,1005874.08365395,251273.548658003
"128",0.07020902907,0.00020740598,Inwood Hill Park,"128",Manhattan,1005367.36728861,259489.618423749
"128",0.07020902907,0.00020740598,Inwood Hill Park,"128",Manhattan,1005166.53837557,257117.721505334
"129",0.09327272734,0.00047398833,Jackson Heights,"129",Queens,1016021.97076717,215206.601513239
"130",0.14202832067,0.00046832251,Jamaica,"130",Queens,1041371.286429,195964.285114748
"131",0.11654712092,0.00042369615,Jamaica Estates,"131",Queens,1046313.57375889,201910.069619726
"132",0.24547851707,0.00203830095,JFK Airport,"132",Queens,1043488.11687477,175062.698984358
"132",0.24547851707,0.00203830095,JFK Airport,"132",Queens,1054572.9818222,172072.491545903
"132",0.24547851707,0.00203830095,JFK Airport,"132",Queens,1054470.11130167,171654.057749512
"132",0.24547851707,0.00203830095,JFK Airport,"132",Queens,1054439.7138697,171505.615638977
"133",0.06513486316,0.00015718899,Kensington,"133",Brooklyn,990855.508987786,172661.463674704
"134",0.06958782233,0.00020237518,Kew Gardens,"134",Queens,1031739.00225016,197284.979272582
"135",0.12179304566,0.00046791224,Kew Gardens Hills,"135",Queens,1033808.06648427,204694.614606703
"136",0.09062871541,0.00014852499,Kingsbridge Heights,"136",Bronx,1010274.32025396,254530.650810902
"137",0.04610762427,0.00011645510,Kips Bay,"137",Manhattan,990763.615736023,209039.353889873
"138",0.10746693351,0.00053679729,LaGuardia Airport,"138",Queens,1019348.50020252,221419.422019451
"138",0.10746693351,0.00053679729,LaGuardia Airport,"138",Queens,1019467.87106454,225641.437872878
"138",0.10746693351,0.00053679729,LaGuardia Airport,"138",Queens,1014565.98365257,221841.526292144
"139",0.09329978845,0.00044666988,Laurelton,"139",Queens,1055193.04941908,186064.869917006
"140",0.04758429113,0.00011420391,Lenox Hill East,"140",Manhattan,996787.663054657,218166.43435331
"141",0.04151446387,0.00007665456,Lenox Hill West,"141",Manhattan,995431.197518655,218699.19272686
"142",0.03817589423,0.00007565379,Lincoln Square East,"142",Manhattan,989365.06847411,221132.775349149
"143",0.05417985388,0.00015109427,Lincoln Square West,"143",Manhattan,987671.709701349,221982.085493399
"144",0.02762016685,0.00004747897,Little Italy/NoLiTa,"144",Manhattan,985104.148522702,201915.790275745
"145",0.11431384498,0.00034664173,Long Island City/Hunters Point,"145",Queens,998411.74313442,210842.56494066
"146",0.04714052157,0.00010463892,Long Island City/Queens Plaza,"146",Queens,1002305.98735775,214074.296655076
"147",0.05876549493,0.00010641817,Longwood,"147",Bronx,1012217.11226833,237923.244820872
"148",0.03913050156,0.00006974899,Lower East Side,"148",Manhattan,986773.546091555,201205.264891607
"149",0.08368058218,0.00027063962,Madison,"149",Brooklyn,998651.508668596,159666.94559371
"150",0.08933149118,0.00033256804,Manhattan Beach,"150",Brooklyn,999908.708734879,150763.56700926
"151",0.05488994110,0.00012884890,Manhattan Valley,"151",Manhattan,993063.376860861,229997.644625548
"152",0.05790947688,0.00014663764,Manhattanville,"152",Manhattan,997042.628828969,237290.906786194
"153",0.02473723902,0.00003246850,Marble Hill,"153",Manhattan,1009034.68626845,258429.141535005
"154",0.22733157076,0.00178968692,Marine Park/Floyd Bennett Field,"154",Brooklyn,1011715.84020774,155697.242543693
"154",0.22733157076,0.00178968692,Marine Park/Floyd Bennett Field,"154",Brooklyn,1007232.78619899,156397.233490847
"154",0.22733157076,0.00178968692,Marine Park/Floyd Bennett Field,"154",Brooklyn,1006490.37651776,152040.445329602
"155",0.16980847303,0.00086826102,Marine Park/Mill Basin,"155",Brooklyn,1007772.0738285,163199.946837547
"156",0.14447689048,0.00105212174,Mariners Harbor,"156",Staten Island,937813.223396483,169286.150666616
"156",0.14447689048,0.00105212174,Mariners Harbor,"156",Staten Island,939916.347208977,173561.363804792
"157",0.13130021778,0.00035437013,Maspeth,"157",Queens,1011322.05662189,203062.4826545
"158",0.05480999055,0.00018556825,Meatpacking/West Village West,"158",Manhattan,981760.163009758,207069.855248185
"159",0.06436323321,0.00017124910,Melrose South,"159",Bronx,1008372.34319428,237403.265207626
"160",0.14151914297,0.00057123498,Middle Village,"160",Queens,1017500.33377364,201008.748071687
"161",0.03580391006,0.00007191307,Midtown Center,"161",Manhattan,990428.525989642,215447.527223911
"162",0.03526981462,0.00004789370,Midtown East,"162",Manhattan,991908.589567896,214959.581642299
"163",0.03417686698,0.00004085678,Midtown North,"163",Manhattan,990463.795435376,217776.882448113
"164",0.03577161199,0.00005563182,Midtown South,"164",Manhattan,988362.833435725,212002.893035669
"165",0.08860803621,0.00035395932,Midwood,"165",Brooklyn,996235.968139195,165498.62894483
"166",0.06882375429,0.00025527627,Morningside Heights,"166",Manhattan,994834.787252681,234186.326872106
"167",0.09081597373,0.00016752939,Morrisania/Melrose,"167",Bronx,1011274.10312161,240777.450485515
"168",0.11451743416,0.00054705810,Mott Haven/Port Morris,"168",Bronx,1007161.1617105,233489.980264662
"168",0.11451743416,0.00054705810,Mott Haven/Port Morris,"168",Bronx,1012365.85250261,231003.77708261
"168",0.11451743416,0.00054705810,Mott Haven/Port Morris,"168",Bronx,1012533.91998484,229426.206345812
"169",0.06010465803,0.00014602754,Mount Hope,"169",Bronx,1010498.89661775,248626.500662113
"170",0.04576900911,0.00007431507,Murray Hill,"170",Manhattan,990209.600058688,211701.315979929
"171",0.10735387624,0.00052009954,Murray Hill-Queens,"171",Queens,1037005.24608887,219265.332375737
"172",0.11847611615,0.00065840250,New Dorp/Midland Beach,"172",Staten Island,955074.284024231,147604.722496335
"173",0.06006396614,0.00017832985,North Corona,"173",Queens,1022197.08707681,213491.233526723
"174",0.06781775596,0.00015592866,Norwood,"174",Bronx,1017705.68537066,258865.702767781
"175",0.13489766510,0.00050492073,Oakland Gardens,"175",Queens,1052245.03965212,209946.980830712
"176",0.15199519070,0.00065778213,Oakwood,"176",Staten Island,950189.721817246,144049.900289807
"177",0.07158054071,0.00019889476,Ocean Hill,"177",Brooklyn,1008206.4863897,185807.868762945
"178",0.06825287707,0.00017580541,Ocean Parkway South,"178",Brooklyn,992488.334214887,164182.164210829
"179",0.07138086444,0.00018389348,Old Astoria,"179",Queens,1004100.55326748,220388.743049307
"180",0.08052776715,0.00024768219,Ozone Park,"180",Queens,1026677.57976658,185450.931301478
"181",0.08953723995,0.00030689029,Park Slope,"181",Brooklyn,989405.746256787,183512.266066026
"182",0.03936063695,0.00009106442,Parkchester,"182",Bronx,1023546.11958788,244523.604785717
"183",0.03982629603,0.00009519295,Pelham Bay,"183",Bronx,1030844.60581618,248698.68510381
"184",0.26081568304,0.00198883363,Pelham Bay Park,"184",Bronx,1037338.21325346,255720.190962752
"184",0.26081568304,0.00198883363,Pelham Bay Park,"184",Bronx,1043219.57528411,260122.23241259
"184",0.26081568304,0.00198883363,Pelham Bay Park,"184",Bronx,1044765.9576417,258668.814284093
"184",0.26081568304,0.00198883363,Pelham Bay Park,"184",Bronx,1044372.99225846,258133.520710328
"184",0.26081568304,0.00198883363,Pelham Bay Park,"184",Bronx,1046664.05185483,257961.340110473
"184",0.26081568304,0.00198883363,Pelham Bay Park,"184",Bronx,1043375.58502438,257679.482432854
"184",0.26081568304,0.00198883363,Pelham Bay Park,"184",Bronx,1043288.50458735,257511.12990628
"184",0.26081568304,0.00198883363,Pelham Bay Park,"184",Bronx,1047460.09336309,256773.76580837
"184",0.26081568304,0.00198883363,Pelham Bay Park,"184",Bronx,1048608.09086269,255251.848690665
"184",0.26081568304,0.00198883363,Pelham Bay Park,"184",Bronx,1047883.5230775,254620.379231826
"184",0.26081568304,0.00198883363,Pelham Bay Park,"184",Bronx,1043965.92378743,253703.276026347
"184",0.26081568304,0.00198883363,Pelham Bay Park,"184",Bronx,1044252.34899686,253588.396207368
"184",0.26081568304,0.00198883363,Pelham Bay Park,"184",Bronx,1046498.99343266,253270.658101065
"184",0.26081568304,0.00198883363,Pelham Bay Park,"184",Bronx,1046986.09688929,253115.859757238
"184",0.26081568304,0.00198883363,Pelham Bay Park,"184",Bronx,1038271.51090864,246027.620999261
"185",0.08616196816,0.00022853710,Pelham Parkway,"185",Bronx,1024530.25322659,250593.752991003
"186",0.02469639022,0.00003707294,Penn Station/Madison Sq West,"186",Manhattan,986345.398600469,211974.446218567
"187",0.12686843132,0.00042119576,Port Richmond,"187",Staten Island,945167.903641289,168163.349538453
"187",0.12686843132,0.00042119576,Port Richmond,"187",Staten Island,950601.585364599,173031.882234647
"187",0.12686843132,0.00042119576,Port Richmond,"187",Staten Island,950468.282463107,173027.664797211
"187",0.12686843132,0.00042119576,Port Richmond,"187",Staten Island,950628.761047976,173012.689156995
"187",0.12686843132,0.00042119576,Port Richmond,"187",Staten Island,950573.476434053,173031.855069267
"187",0.12686843132,0.00042119576,Port Richmond,"187",Staten Island,950424.786833498,173019.263557361
"187",0.12686843132,0.00042119576,Port Richmond,"187",Staten Island,950190.709506745,172977.956607828
"187",0.12686843132,0.00042119576,Port Richmond,"187",Staten Island,949267.018231442,172843.220025119
"188",0.09779839684,0.00031300303,Prospect-Lefferts Gardens,"188",Brooklyn,998832.380881353,179279.219372259
"189",0.04867433065,0.00010142759,Prospect Heights,"189",Brooklyn,993240.614954487,186158.903766255
"190",0.07432946608,0.00027087367,Prospect Park,"190",Brooklyn,992874.569042818,180324.550480108
"191",0.13093263766,0.00068846060,Queens Village,"191",Queens,1055901.62908154,200041.333839875
"192",0.11196461971,0.00037380802,Queensboro Hill,"192",Queens,1035449.72779151,210299.493289191
"193",0.06552995848,0.00014559166,Queensbridge/Ravenswood,"193",Queens,1000318.47267051,216284.733880459
"194",0.08179383535,0.00027348170,Randalls Island,"194",Manhattan,1005129.3426642,227468.716265526
"195",0.13130824407,0.00080165195,Red Hook,"195",Brooklyn,981704.064401276,185397.130970592
"196",0.08324211063,0.00019747133,Rego Park,"196",Queens,1022128.76899793,203864.036664974
"197",0.10856853223,0.00050468916,Richmond Hill,"197",Queens,1031135.25306152,192362.216989433
"198",0.13409424276,0.00049980988,Ridgewood,"198",Queens,1011501.4868412,196698.544013887
"199",0.07780850052,0.00028874755,Rikers Island,"199",Bronx,1016742.20049988,227529.73980097
"200",0.11266173544,0.00074464317,Riverdale/North Riverdale/Fieldston,"200",Bronx,1009963.38062633,267014.190255076
"201",0.13040411769,0.00061935075,Rockaway Park,"201",Queens,1027736.52134608,149890.085161154
